0.000000	1.000000	8.000000	27.000000
64.000000	125.000000	216.000000	343.000000
512.000000	729.000000	1000.000000	1331.000000
1728.000000	2197.000000	2744.000000	3375.000000
4096.000000	4913.000000	5832.000000	6859.000000
8000.000000	9261.000000	10648.000000	12167.000000
13824.000000	15625.000000	17576.000000	19683.000000
21952.000000	24389.000000	27000.000000	29791.000000
32768.000000	35937.000000	39304.000000	42875.000000
46656.000000	50653.000000	54872.000000	59319.000000
64000.000000	68921.000000	74088.000000	79507.000000
85184.000000	91125.000000	97336.000000	103823.000000
110592.000000	117649.000000	125000.000000	132651.000000
140608.000000	148877.000000	157464.000000	166375.000000
175616.000000	185193.000000	195112.000000	205379.000000
216000.000000	226981.000000	238328.000000	250047.000000
262144.000000	274625.000000	287496.000000	300763.000000
314432.000000	328509.000000	343000.000000	357911.000000
373248.000000	389017.000000	405224.000000	421875.000000
438976.000000	456533.000000	474552.000000	493039.000000
512000.000000	531441.000000	551368.000000	571787.000000
592704.000000	614125.000000	636056.000000	658503.000000
681472.000000	704969.000000	729000.000000	753571.000000
778688.000000	804357.000000	830584.000000	857375.000000
884736.000000	912673.000000	941192.000000	970299.000000
1000000.000000	1030301.000000	1061208.000000	1092727.000000
1124864.000000	1157625.000000	1191016.000000	1225043.000000
1259712.000000	1295029.000000	1331000.000000	1367631.000000
1404928.000000	1442897.000000	1481544.000000	1520875.000000
1560896.000000	1601613.000000	1643032.000000	1685159.000000
1728000.000000	1771561.000000	1815848.000000	1860867.000000
1906624.000000	1953125.000000	2000376.000000	2048383.000000
2097152.000000	2146689.000000	2197000.000000	2248091.000000
2299968.000000	2352637.000000	2406104.000000	2460375.000000
2515456.000000	2571353.000000	2628072.000000	2685619.000000
2744000.000000	2803221.000000	2863288.000000	2924207.000000
2985984.000000	3048625.000000	3112136.000000	3176523.000000
3241792.000000	3307949.000000	3375000.000000	3442951.000000
3511808.000000	3581577.000000	3652264.000000	3723875.000000
3796416.000000	3869893.000000	3944312.000000	4019679.000000
4096000.000000	4173281.000000	4251528.000000	4330747.000000
4410944.000000	4492125.000000	4574296.000000	4657463.000000
4741632.000000	4826809.000000	4913000.000000	5000211.000000
5088448.000000	5177717.000000	5268024.000000	5359375.000000
5451776.000000	5545233.000000	5639752.000000	5735339.000000
5832000.000000	5929741.000000	6028568.000000	6128487.000000
6229504.000000	6331625.000000	6434856.000000	6539203.000000
6644672.000000	6751269.000000	6859000.000000	6967871.000000
7077888.000000	7189057.000000	7301384.000000	7414875.000000
7529536.000000	7645373.000000	7762392.000000	7880599.000000
8000000.000000	8120601.000000	8242408.000000	8365427.000000
8489664.000000	8615125.000000	8741816.000000	8869743.000000
8998912.000000	9129329.000000	9261000.000000	9393931.000000
9528128.000000	9663597.000000	9800344.000000	9938375.000000
10077696.000000	10218313.000000	10360232.000000	10503459.000000
10648000.000000	10793861.000000	10941048.000000	11089567.000000
11239424.000000	11390625.000000	11543176.000000	11697083.000000
11852352.000000	12008989.000000	12167000.000000	12326391.000000
12487168.000000	12649337.000000	12812904.000000	12977875.000000
13144256.000000	13312053.000000	13481272.000000	13651919.000000
13824000.000000	13997521.000000	14172488.000000	14348907.000000
14526784.000000	14706125.000000	14886936.000000	15069223.000000
15252992.000000	15438249.000000	15625000.000000	15813251.000000
16003008.000000	16194277.000000	16387064.000000	16581375.000000
16777216.000000	16974592.000000	17173512.000000	17373980.000000
17576000.000000	17779580.000000	17984728.000000	18191448.000000
18399744.000000	18609624.000000	18821096.000000	19034164.000000
19248832.000000	19465108.000000	19683000.000000	19902512.000000
20123648.000000	20346416.000000	20570824.000000	20796876.000000
21024576.000000	21253932.000000	21484952.000000	21717640.000000
21952000.000000	22188040.000000	22425768.000000	22665188.000000
22906304.000000	23149124.000000	23393656.000000	23639904.000000
23887872.000000	24137568.000000	24389000.000000	24642172.000000
24897088.000000	25153756.000000	25412184.000000	25672376.000000
25934336.000000	26198072.000000	26463592.000000	26730900.000000
27000000.000000	27270900.000000	27543608.000000	27818128.000000
28094464.000000	28372624.000000	28652616.000000	28934444.000000
29218112.000000	29503628.000000	29791000.000000	30080232.000000
30371328.000000	30664296.000000	30959144.000000	31255876.000000
31554496.000000	31855012.000000	32157432.000000	32461760.000000
32768000.000000	33076160.000000	33386248.000000	33698268.000000
34012224.000000	34328124.000000	34645976.000000	34965784.000000
35287552.000000	35611288.000000	35937000.000000	36264692.000000
36594368.000000	36926036.000000	37259704.000000	37595376.000000
37933056.000000	38272752.000000	38614472.000000	38958220.000000
39304000.000000	39651820.000000	40001688.000000	40353608.000000
40707584.000000	41063624.000000	41421736.000000	41781924.000000
42144192.000000	42508548.000000	42875000.000000	43243552.000000
43614208.000000	43986976.000000	44361864.000000	44738876.000000
45118016.000000	45499292.000000	45882712.000000	46268280.000000
46656000.000000	47045880.000000	47437928.000000	47832148.000000
48228544.000000	48627124.000000	49027896.000000	49430864.000000
49836032.000000	50243408.000000	50653000.000000	51064812.000000
51478848.000000	51895116.000000	52313624.000000	52734376.000000
53157376.000000	53582632.000000	54010152.000000	54439940.000000
54872000.000000	55306340.000000	55742968.000000	56181888.000000
56623104.000000	57066624.000000	57512456.000000	57960604.000000
58411072.000000	58863868.000000	59319000.000000	59776472.000000
60236288.000000	60698456.000000	61162984.000000	61629876.000000
62099136.000000	62570772.000000	63044792.000000	63521200.000000
64000000.000000	64481200.000000	64964808.000000	65450828.000000
65939264.000000	66430124.000000	66923416.000000	67419144.000000
67917312.000000	68417928.000000	68921000.000000	69426528.000000
69934528.000000	70445000.000000	70957944.000000	71473376.000000
71991296.000000	72511712.000000	73034632.000000	73560056.000000
74088000.000000	74618464.000000	75151448.000000	75686968.000000
76225024.000000	76765624.000000	77308776.000000	77854480.000000
78402752.000000	78953592.000000	79507000.000000	80062992.000000
80621568.000000	81182736.000000	81746504.000000	82312872.000000
82881856.000000	83453456.000000	84027672.000000	84604520.000000
85184000.000000	85766120.000000	86350888.000000	86938304.000000
87528384.000000	88121128.000000	88716536.000000	89314624.000000
89915392.000000	90518848.000000	91125000.000000	91733848.000000
92345408.000000	92959680.000000	93576664.000000	94196376.000000
94818816.000000	95443992.000000	96071912.000000	96702576.000000
97336000.000000	97972184.000000	98611128.000000	99252848.000000
99897344.000000	100544624.000000	101194696.000000	101847560.000000
102503232.000000	103161712.000000	103823000.000000	104487112.000000
105154048.000000	105823816.000000	106496424.000000	107171872.000000
107850176.000000	108531336.000000	109215352.000000	109902240.000000
110592000.000000	111284640.000000	111980168.000000	112678584.000000
113379904.000000	114084128.000000	114791256.000000	115501304.000000
116214272.000000	116930168.000000	117649000.000000	118370768.000000
119095488.000000	119823160.000000	120553784.000000	121287376.000000
122023936.000000	122763472.000000	123505992.000000	124251496.000000
125000000.000000	125751504.000000	126506008.000000	127263528.000000
128024064.000000	128787624.000000	129554216.000000	130323840.000000
131096512.000000	131872232.000000	132651000.000000	133432832.000000
134217728.000000	135005696.000000	135796736.000000	136590880.000000
137388096.000000	138188416.000000	138991840.000000	139798352.000000
140608000.000000	141420768.000000	142236640.000000	143055664.000000
143877824.000000	144703120.000000	145531584.000000	146363184.000000
147197952.000000	148035888.000000	148876992.000000	149721296.000000
150568768.000000	151419440.000000	152273312.000000	153130368.000000
153990656.000000	154854160.000000	155720864.000000	156590816.000000
157464000.000000	158340416.000000	159220096.000000	160103008.000000
160989184.000000	161878624.000000	162771328.000000	163667328.000000
164566592.000000	165469152.000000	166375008.000000	167284144.000000
168196608.000000	169112384.000000	170031456.000000	170953872.000000
171879616.000000	172808688.000000	173741120.000000	174676880.000000
175616000.000000	176558480.000000	177504320.000000	178453552.000000
179406144.000000	180362128.000000	181321504.000000	182284256.000000
183250432.000000	184220016.000000	185192992.000000	186169408.000000
187149248.000000	188132512.000000	189119232.000000	190109376.000000
191102976.000000	192100032.000000	193100544.000000	194104544.000000
195112000.000000	196122944.000000	197137376.000000	198155280.000000
199176704.000000	200201632.000000	201230048.000000	202262000.000000
203297472.000000	204336464.000000	205379008.000000	206425072.000000
207474688.000000	208527856.000000	209584576.000000	210644880.000000
211708736.000000	212776176.000000	213847200.000000	214921792.000000
216000000.000000	217081808.000000	218167200.000000	219256224.000000
220348864.000000	221445120.000000	222545024.000000	223648544.000000
224755712.000000	225866528.000000	226980992.000000	228099136.000000
229220928.000000	230346400.000000	231475552.000000	232608368.000000
233744896.000000	234885120.000000	236029024.000000	237176656.000000
238328000.000000	239483056.000000	240641856.000000	241804368.000000
242970624.000000	244140624.000000	245314368.000000	246491888.000000
247673152.000000	248858192.000000	250047008.000000	251239584.000000
252435968.000000	253636144.000000	254840096.000000	256047872.000000
257259456.000000	258474848.000000	259694080.000000	260917120.000000
262144000.000000	263374720.000000	264609280.000000	265847712.000000
267089984.000000	268336128.000000	269586144.000000	270840032.000000
272097792.000000	273359456.000000	274624992.000000	275894464.000000
277167808.000000	278445088.000000	279726272.000000	281011360.000000
282300416.000000	283593408.000000	284890304.000000	286191168.000000
287496000.000000	288804768.000000	290117536.000000	291434240.000000
292754944.000000	294079616.000000	295408288.000000	296740960.000000
298077632.000000	299418304.000000	300763008.000000	302111712.000000
303464448.000000	304821216.000000	306182016.000000	307546880.000000
308915776.000000	310288736.000000	311665760.000000	313046848.000000
314432000.000000	315821248.000000	317214560.000000	318612000.000000
320013504.000000	321419136.000000	322828864.000000	324242688.000000
325660672.000000	327082784.000000	328508992.000000	329939360.000000
331373888.000000	332812544.000000	334255392.000000	335702368.000000
337153536.000000	338608864.000000	340068384.000000	341532096.000000
343000000.000000	344472096.000000	345948416.000000	347428928.000000
348913664.000000	350402624.000000	351895808.000000	353393248.000000
354894912.000000	356400832.000000	357911008.000000	359425440.000000
360944128.000000	362467104.000000	363994336.000000	365525888.000000
367061696.000000	368601824.000000	370146240.000000	371694944.000000
373248000.000000	374805376.000000	376367040.000000	377933056.000000
379503424.000000	381078112.000000	382657184.000000	384240576.000000
385828352.000000	387420480.000000	389016992.000000	390617888.000000
392223168.000000	393832832.000000	395446912.000000	397065376.000000
398688256.000000	400315552.000000	401947264.000000	403583424.000000
405224000.000000	406869024.000000	408518496.000000	410172416.000000
411830784.000000	413493632.000000	415160928.000000	416832736.000000
418508992.000000	420189760.000000	421875008.000000	423564736.000000
425259008.000000	426957792.000000	428661056.000000	430368864.000000
432081216.000000	433798080.000000	435519520.000000	437245472.000000
438976000.000000	440711072.000000	442450720.000000	444194944.000000
445943744.000000	447697120.000000	449455104.000000	451217664.000000
452984832.000000	454756608.000000	456532992.000000	458314016.000000
460099648.000000	461889920.000000	463684832.000000	465484384.000000
467288576.000000	469097440.000000	470910944.000000	472729152.000000
474552000.000000	476379552.000000	478211776.000000	480048672.000000
481890304.000000	483736640.000000	485587648.000000	487443392.000000
489303872.000000	491169056.000000	493039008.000000	494913664.000000
496793088.000000	498677248.000000	500566176.000000	502459872.000000
504358336.000000	506261568.000000	508169600.000000	510082400.000000
512000000.000000	513922400.000000	515849600.000000	517781632.000000
519718464.000000	521660128.000000	523606624.000000	525557952.000000
527514112.000000	529475136.000000	531440992.000000	533411744.000000
535387328.000000	537367808.000000	539353152.000000	541343360.000000
543338496.000000	545338496.000000	547343424.000000	549353280.000000
551368000.000000	553387648.000000	555412224.000000	557441792.000000
559476224.000000	561515648.000000	563560000.000000	565609280.000000
567663552.000000	569722816.000000	571787008.000000	573856192.000000
575930368.000000	578009536.000000	580093696.000000	582182848.000000
584277056.000000	586376256.000000	588480448.000000	590589696.000000
592704000.000000	594823296.000000	596947712.000000	599077120.000000
601211584.000000	603351104.000000	605495744.000000	607645440.000000
609800192.000000	611960064.000000	614124992.000000	616295040.000000
618470208.000000	620650496.000000	622835840.000000	625026368.000000
627222016.000000	629422784.000000	631628736.000000	633839808.000000
636056000.000000	638277376.000000	640503936.000000	642735616.000000
644972544.000000	647214656.000000	649461888.000000	651714368.000000
653972032.000000	656234880.000000	658502976.000000	660776320.000000
663054848.000000	665338624.000000	667627648.000000	669921856.000000
672221376.000000	674526144.000000	676836160.000000	679151424.000000
681472000.000000	683797824.000000	686128960.000000	688465408.000000
690807104.000000	693154112.000000	695506432.000000	697864128.000000
700227072.000000	702595392.000000	704969024.000000	707347968.000000
709732288.000000	712121984.000000	714516992.000000	716917376.000000
719323136.000000	721734272.000000	724150784.000000	726572672.000000
729000000.000000	731432704.000000	733870784.000000	736314304.000000
738763264.000000	741217600.000000	743677440.000000	746142656.000000
748613312.000000	751089408.000000	753571008.000000	756058048.000000
758550528.000000	761048512.000000	763551936.000000	766060864.000000
768575296.000000	771095232.000000	773620608.000000	776151552.000000
778688000.000000	781229952.000000	783777472.000000	786330496.000000
788889024.000000	791453120.000000	794022784.000000	796597952.000000
799178752.000000	801765120.000000	804356992.000000	806954496.000000
809557568.000000	812166208.000000	814780480.000000	817400384.000000
820025856.000000	822656960.000000	825293696.000000	827936000.000000
830584000.000000	833237632.000000	835896896.000000	838561792.000000
841232384.000000	843908608.000000	846590528.000000	849278144.000000
851971392.000000	854670336.000000	857374976.000000	860085376.000000
862801408.000000	865523200.000000	868250688.000000	870983872.000000
873722816.000000	876467520.000000	879217920.000000	881974080.000000
884736000.000000	887503680.000000	890277120.000000	893056320.000000
895841344.000000	898632128.000000	901428672.000000	904231040.000000
907039232.000000	909853184.000000	912673024.000000	915498624.000000
918330048.000000	921167296.000000	924010432.000000	926859392.000000
929714176.000000	932574848.000000	935441344.000000	938313728.000000
941192000.000000	944076160.000000	946966144.000000	949862080.000000
952763904.000000	955671616.000000	958585280.000000	961504832.000000
964430272.000000	967361664.000000	970299008.000000	973242240.000000
976191488.000000	979146688.000000	982107776.000000	985074880.000000
988047936.000000	991026944.000000	994011968.000000	997003008.000000
